Longueur de prédiction,Run 1 (MSE),Run 1 (MAE),Run 2 (MSE),Run 2 (MAE),Run 3 (MSE),Run 3 (MAE),Run 4 (MSE),Run 4 (MAE),Run 5 (MSE),Run 5 (MAE),MSE Moyenne,MSE Variance,MAE Moyenne,MAE Variance
96,0.38013885712081735,0.4054949104108594,0.4161235134709965,0.42570080811327154,0.45351061021739786,0.44492812725630676,0.38726503639058635,0.4079019667750055,0.507219599051909,0.47467607429081743,0.4288515232503414,0.002202797567723053,0.43174037736925214,0.0006621923139091564
