Longueur de prédiction,Run 1 (MSE),Run 1 (MAE),Run 2 (MSE),Run 2 (MAE),Run 3 (MSE),Run 3 (MAE),Run 4 (MSE),Run 4 (MAE),Run 5 (MSE),Run 5 (MAE),MSE Moyenne,MSE Variance,MAE Moyenne,MAE Variance
96,0.20634950372034017,0.26158163770113463,0.20482300303554463,0.25504373018572357,0.26260542762638245,0.26866308505428427,0.26205054147421947,0.2660279009997109,0.20014427275753316,0.25366831474282125,0.22719454972280398,0.0008271179925599609,0.26099693373673494,3.4714335045682137e-05
