Longueur de prédiction,Run 1 (MSE),Run 1 (MAE),Run 2 (MSE),Run 2 (MAE),Run 3 (MSE),Run 3 (MAE),Run 4 (MSE),Run 4 (MAE),Run 5 (MSE),Run 5 (MAE),MSE Moyenne,MSE Variance,MAE Moyenne,MAE Variance
96,0.18572969917418822,0.27767873054030556,0.18994427327090088,0.27806626138447216,0.1879352146537049,0.2830139140850343,0.198497659005459,0.2863030951915297,0.1821441611497657,0.2838630161757739,0.18885020145080375,2.99632284465559e-05,0.2817850034754231,1.1386406196214841e-05
