Longueur de prédiction,Run 1 (MSE),Run 1 (MAE),Run 2 (MSE),Run 2 (MAE),Run 3 (MSE),Run 3 (MAE),Run 4 (MSE),Run 4 (MAE),Run 5 (MSE),Run 5 (MAE),MSE Moyenne,MSE Variance,MAE Moyenne,MAE Variance
96,0.44577357889367986,0.3181628364209945,0.43675847380207133,0.30683010458373106,0.4405290183539574,0.3112475969470464,0.4373359721727096,0.3046429366446458,0.7377288656739088,0.4736245354780784,0.4996251817792654,0.014183576910887407,0.3429016020148993,0.004293469259200878
